SNO,BHK,Sq. ft.,Crime rate(%),Distance from Hospital,Distance from Workplace, Distance from Market,Distance from Rly. Station,Rent
23525,1,411,29,2,7,5,9,4598
23526,1,488,37,8,2,8,6,5175
23527,3,1016,18,5,1,9,1,12673
23528,2,458,31,4,6,3,5,5306
23529,2,626,27,3,2,2,4,6916
23530,3,965,9,9,10,6,4,11122
23531,2,503,19,3,8,3,9,6716
23532,1,571,14,6,8,5,2,6576
23533,1,444,20,10,1,4,4,4864
23534,1,547,10,8,2,6,3,6689
23535,2,645,28,7,6,6,10,6361
23536,2,463,15,6,8,7,9,4627
23537,1,502,20,7,1,6,5,6708
23538,3,1157,3,10,6,8,9,13876
23539,2,431,5,2,2,8,3,4555
23540,3,1090,15,5,9,4,8,11564
23541,2,549,17,7,3,6,3,6067
23542,2,541,3,3,7,1,7,6288
23543,2,504,21,6,9,5,6,6495
23544,3,1097,21,10,5,8,8,13995
23545,3,1396,10,2,9,9,6,12512
23546,2,606,20,6,8,10,8,6929
23547,2,544,20,4,6,7,10,6110
23548,1,642,37,4,2,10,10,6484
23549,1,496,4,2,9,9,3,5177
23550,1,505,21,10,1,2,2,6492
23551,1,436,9,10,8,10,6,4987
23552,3,900,5,5,3,1,5,10140
23553,1,587,2,1,9,7,1,6972
23554,1,468,30,3,7,10,8,5179
23555,1,464,7,5,7,9,4,5333
23556,2,395,20,4,9,8,6,3961
23557,1,363,35,5,10,4,2,4239
23558,2,517,37,10,7,10,5,6625
23559,1,447,31,5,8,2,1,5217
23560,2,490,9,8,3,8,3,4895
23561,3,867,25,3,6,1,9,11482
23562,3,915,40,6,3,8,7,10194
23563,3,1173,18,8,10,7,2,13172
23564,1,396,25,3,7,1,9,4269
23565,3,930,22,2,9,5,7,9532
23566,1,382,15,5,5,9,1,3821
23567,3,1010,7,3,7,8,7,12619
23568,3,1040,22,9,2,1,6,13406
23569,3,860,31,3,8,7,4,10622
23570,1,442,34,3,10,10,8,4560
23571,2,593,35,3,8,6,2,6770
23572,2,427,21,8,4,6,10,4632
23573,1,414,27,2,5,1,3,5468
23574,2,625,11,9,7,8,1,6689
23575,2,421,12,5,3,4,10,5254
23576,1,526,8,4,2,4,9,6939
23577,3,1180,16,7,5,5,6,13625
23578,1,499,25,5,3,7,2,4780
23579,1,574,25,7,1,9,4,6605
23580,2,459,38,9,3,3,10,5283
23581,3,1219,24,9,1,6,8,13815
23582,1,360,38,1,2,2,7,4388
23583,3,1223,23,3,5,2,5,13865
23584,3,919,16,4,9,5,5,9908
23585,3,989,27,7,3,2,8,11001
23586,2,369,17,9,8,9,5,4434
23587,1,635,21,6,10,4,6,6489
23588,1,417,14,9,9,6,3,4763
23589,1,412,3,9,4,9,10,4728
23590,1,361,23,4,8,10,4,3807
23591,3,841,28,3,1,7,3,7367
23592,2,410,20,4,1,3,1,5009
23593,3,959,14,2,5,5,4,10788
23594,2,455,28,7,9,5,8,5488
23595,3,1251,30,10,5,7,2,13505
23596,1,465,14,10,4,9,5,4932
23597,2,503,17,9,9,5,6,6462
23598,2,372,10,7,3,5,5,4281
23599,3,960,12,1,10,5,10,9795
23600,2,391,17,4,9,5,8,3983
23601,1,430,4,7,7,10,1,4654
23602,2,563,21,10,3,8,8,6084
23603,3,1355,3,6,3,3,8,13314
23604,1,576,9,8,1,10,5,6903
23605,2,585,39,10,8,10,8,6184
23606,3,1117,18,1,9,2,7,12430
23607,2,495,40,7,4,7,4,5363
23608,1,601,6,5,1,5,10,6059
23609,1,446,12,9,6,4,7,5434
23610,3,1003,26,10,7,10,6,13021
23611,1,620,12,9,6,2,2,6916
23612,3,1016,30,5,6,9,10,12163
23613,2,541,13,10,9,6,10,6164
23614,1,493,19,7,8,8,8,4534
23615,1,459,6,8,3,3,7,5281
23616,1,421,15,4,3,6,9,4710
23617,1,443,27,3,3,5,3,5337
23618,2,351,29,3,1,3,1,4116
23619,3,1118,12,4,3,5,7,11974
23620,3,1087,18,2,10,4,8,12834
23621,2,605,17,6,8,8,7,6435
23622,3,1148,31,3,3,7,3,13550
23623,2,535,27,5,2,4,9,6858
23624,2,571,19,8,6,8,10,6914
23625,1,546,18,6,9,10,3,6839
23626,1,532,19,3,10,1,7,6844
23627,3,934,9,3,5,8,2,10481
23628,3,880,18,6,9,8,2,11267
23629,2,498,3,5,10,6,1,5401
23630,3,1085,37,8,2,7,9,13448
23631,1,535,26,3,10,7,8,6247
23632,2,495,31,5,10,9,7,5213
23633,2,464,11,9,5,1,2,5059
23634,2,493,13,2,5,10,7,5413
23635,3,1237,31,10,1,4,10,12706
23636,1,642,6,10,7,6,1,6512
23637,2,385,17,3,7,3,9,4377
23638,3,1235,8,3,2,8,9,12699
23639,3,952,34,6,1,5,1,9669
23640,2,521,30,1,2,8,5,6660
23641,2,517,40,10,3,1,1,6209
23642,1,589,33,10,7,9,5,6063
23643,1,612,37,7,7,2,5,6705
23644,2,639,34,9,2,6,1,6226
23645,1,574,40,10,4,8,3,6607
23646,3,1334,2,3,8,7,2,11973
23647,2,642,16,4,3,6,1,6135
23648,3,1154,2,3,5,6,3,13246
23649,2,526,31,9,8,5,2,6575
23650,1,627,34,9,10,10,6,6621
23651,1,583,33,5,8,10,8,6353
23652,3,899,37,8,8,6,5,9414
23653,3,905,32,2,4,8,1,10326
23654,1,500,20,7,8,9,8,4696
23655,1,524,13,9,5,1,1,6050
23656,3,1363,33,4,5,1,3,12604
23657,1,475,24,2,10,10,8,5261
23658,3,957,6,1,2,3,1,11107
23659,3,1182,33,3,6,1,1,11541
23660,3,892,23,7,6,10,10,9358
23661,1,505,25,5,4,5,1,6533
23662,2,544,6,3,3,6,10,6563
23663,3,863,36,6,3,7,9,10013
23664,2,625,24,4,4,9,6,6806
23665,1,562,2,7,4,5,9,6039
23666,1,623,1,10,1,6,1,6296
23667,3,987,17,6,10,4,2,9672
23668,2,379,28,1,5,5,2,4368
23669,2,371,40,3,9,7,7,4079
23670,3,913,19,9,9,9,10,11063
23671,1,506,3,9,7,10,9,6212
23672,1,643,32,9,8,6,4,6347
23673,2,479,31,4,8,1,5,4895
23674,3,867,26,5,10,6,2,10938
23675,3,811,16,6,10,5,2,8393
23676,1,386,17,6,8,6,6,4163
23677,1,587,14,8,9,4,5,6262
23678,3,1062,17,8,1,7,3,13555
23679,1,444,6,3,5,6,6,5276
23680,1,417,12,8,3,2,8,4705
23681,2,571,27,3,10,1,6,6075
23682,1,526,12,6,9,5,9,6748
23683,3,1366,19,3,9,4,6,13663
23684,3,1295,34,7,7,2,3,13847
23685,3,1310,9,3,7,2,10,13804
23686,3,1061,40,7,10,9,7,13615
23687,3,1271,40,7,5,4,3,11751
23688,3,867,33,6,10,4,4,11270
23689,1,405,15,3,9,7,9,5185
23690,2,471,28,4,7,1,8,5361
23691,2,446,7,7,5,9,10,4855
23692,2,647,31,8,9,4,1,6225
23693,1,519,22,2,6,4,6,6321
23694,1,398,36,5,1,7,3,4070
23695,3,886,4,5,6,5,6,9650
23696,2,443,1,3,1,9,7,4833
23697,1,442,11,8,2,2,6,4543
23698,1,543,22,7,10,10,4,6535
23699,2,404,28,4,1,3,10,5443
23700,1,585,24,8,3,3,3,6932
23701,1,643,10,8,7,6,6,6352
23702,3,983,6,10,9,3,8,9312
23703,1,477,35,1,3,4,8,5461
23704,1,401,5,5,7,8,4,4318
23705,3,964,26,4,7,1,7,11014
23706,2,479,21,7,10,5,10,4635
23707,2,627,4,2,2,9,10,6864
23708,1,418,14,3,1,2,7,4805
23709,3,1350,36,3,3,4,8,12236
23710,3,844,7,10,2,7,5,8116
23711,2,568,12,2,2,6,3,6966
23712,1,375,23,5,3,3,1,4265
23713,3,980,6,9,5,2,1,10692
23714,1,400,6,5,8,10,6,4432
23715,2,538,30,7,7,7,3,6567
23716,3,1054,27,10,5,2,10,11619
23717,1,516,10,1,3,7,8,6511
23718,1,632,40,5,5,5,10,6418
23719,3,1325,24,2,6,8,6,12080
23720,2,580,20,5,2,4,8,6029
23721,3,1339,4,6,1,8,4,13684
23722,1,500,35,2,7,3,10,5385
23723,1,644,24,4,5,5,7,6014
23724,3,1237,4,1,6,1,6,11620
23725,2,422,24,8,5,10,2,4765
23726,1,603,4,2,1,2,4,6496
23727,2,595,18,9,10,7,5,6535
23728,3,1204,3,4,4,8,4,13968
23729,2,532,2,8,4,4,1,6513
23730,2,650,27,3,1,5,2,6043
23731,1,552,17,10,5,5,5,6800
23732,3,851,18,5,7,1,4,7198
23733,2,566,30,9,8,5,10,6623
23734,3,1054,16,7,6,10,7,13770
23735,2,426,39,1,10,1,4,5166
23736,2,536,38,2,3,7,9,6557
23737,2,629,20,1,10,7,5,6601
23738,1,405,7,3,3,10,8,5089
23739,1,376,28,8,2,10,1,3730
23740,1,522,38,4,4,2,4,6870
23741,1,588,24,1,4,2,2,6809
23742,3,1130,6,10,4,4,9,12096
23743,3,950,37,1,9,6,7,9224
23744,1,621,15,7,6,1,4,6519
23745,1,385,31,5,1,9,4,3756
23746,2,493,39,6,5,10,4,5117
23747,1,433,27,2,3,4,9,4994
23748,3,1058,26,9,4,8,7,11564
23749,1,390,30,9,7,9,1,4429
23750,3,1144,21,5,5,4,1,13041
23751,3,1104,37,6,9,6,9,13870
23752,1,648,9,1,8,4,10,6471
23753,3,820,22,2,2,8,10,7337
23754,3,1256,7,6,6,3,4,12758
23755,3,1105,16,4,5,5,2,13424
23756,3,1335,4,7,8,2,8,13753
23757,2,506,40,4,5,3,10,6368
23758,2,600,8,8,8,6,10,6127
23759,1,412,19,3,2,7,5,4768
23760,3,846,33,3,4,4,9,7642
23761,1,418,17,5,9,1,3,5083
23762,1,445,22,7,3,1,9,4986
23763,2,378,2,2,6,4,3,3757
23764,3,1302,17,1,5,7,1,13248
23765,1,501,25,5,3,3,7,4516
23766,1,621,37,1,4,1,7,6183
23767,1,512,28,4,9,3,7,6402
23768,3,1079,18,3,8,3,10,13129
23769,2,365,18,5,10,4,5,4296
23770,1,429,24,4,9,4,1,5468
23771,1,394,39,6,7,5,6,4303
23772,2,647,13,1,4,8,7,6164
23773,3,1165,30,10,5,10,2,13142
23774,2,402,38,8,7,4,9,4555
23775,1,442,16,4,1,8,8,4735
23776,1,468,38,6,2,2,2,4904
23777,1,445,6,1,9,4,2,5204
23778,2,525,22,4,8,2,7,6631
23779,2,633,11,7,7,8,10,6301
23780,2,563,30,1,4,6,1,6200
23781,2,624,32,10,8,8,2,6749
23782,3,1084,11,8,9,8,3,12630
23783,3,1279,16,1,7,1,2,12853
23784,2,599,40,6,7,7,8,6730
23785,1,539,29,10,2,9,3,6097
23786,1,437,5,3,4,3,1,4794
23787,3,871,19,9,6,6,9,9323
23788,1,436,7,6,4,6,1,4637
23789,3,1002,12,4,7,8,8,13450
23790,2,619,7,3,9,3,2,6296
23791,1,457,11,5,6,6,4,5470
23792,2,499,9,4,2,6,5,5464
23793,2,511,4,8,4,6,7,6340
23794,2,581,12,6,10,9,7,6657
23795,3,1226,5,8,3,7,1,13797
23796,2,400,18,6,6,7,10,3997
23797,2,569,11,10,4,10,7,6475
23798,1,614,11,3,7,3,9,6539
23799,3,836,7,8,4,8,3,8523
23800,3,1027,17,8,9,8,5,12756
23801,3,894,27,10,5,5,2,11146
23802,3,990,15,1,2,4,7,10269
23803,2,388,6,10,8,7,5,4051
23804,1,597,4,9,7,10,3,6017
23805,1,378,36,6,5,10,4,4014
23806,2,484,25,10,3,1,8,5395
23807,1,633,19,4,1,7,1,6375
23808,3,1036,9,7,7,4,4,13278
23809,2,571,20,5,1,7,6,6134
23810,2,647,39,1,10,3,5,6960
23811,2,401,11,1,5,9,7,3702
23812,3,1014,36,9,8,10,2,13887
23813,3,1056,5,5,4,1,10,12903
23814,1,377,29,5,7,4,6,4242
23815,1,354,1,5,9,6,10,3852
23816,2,358,38,7,10,4,6,4328
23817,1,408,31,9,4,4,10,4777
23818,2,356,26,5,9,6,2,4243
23819,2,576,14,10,3,5,1,6776
23820,3,1323,1,2,1,3,9,12201
23821,1,620,13,4,6,6,7,6848
23822,2,574,1,9,4,10,8,6449
23823,2,511,15,6,1,6,3,6718
23824,3,1228,30,2,8,5,10,12176
23825,3,1288,6,10,10,8,7,11699
23826,2,537,36,6,8,1,6,6351
23827,2,648,30,5,9,4,1,6660
23828,2,539,34,2,4,3,2,6288
23829,1,424,5,10,3,5,4,5305
23830,3,1066,15,10,4,8,6,13466
23831,2,566,39,6,7,3,2,6486
23832,2,630,14,6,2,4,3,6468
23833,1,647,11,1,1,9,10,6481
23834,3,1067,8,2,5,6,9,13264
23835,1,431,14,9,10,2,6,5333
23836,1,462,13,5,8,4,1,4744
23837,3,1297,18,3,8,3,9,12692
23838,1,473,16,8,5,5,9,4628
23839,1,417,12,2,10,7,8,5179
23840,3,1202,22,5,1,10,7,13240
23841,1,596,23,6,10,2,2,6105
23842,2,379,26,8,6,9,4,4029
23843,3,916,1,5,7,6,4,9397
23844,3,828,23,1,7,4,7,8068
23845,3,1218,38,2,1,9,5,13299
23846,3,1227,5,9,6,7,8,13040
23847,1,402,14,6,1,5,4,5125
23848,1,390,10,9,7,4,2,3702
23849,3,902,6,8,9,3,4,10444
23850,1,566,21,10,9,10,8,6360
23851,3,1321,18,10,8,8,7,12932
23852,3,888,4,4,6,10,2,11023
23853,3,1381,21,6,1,9,6,12455
23854,1,545,32,4,3,9,4,6569
23855,3,1365,3,8,3,5,6,13827
23856,2,555,24,6,3,8,3,6837
23857,1,422,35,2,5,5,1,4652
23858,1,487,24,5,8,10,9,5297
23859,1,600,29,7,1,1,7,6338
23860,3,981,33,10,1,6,6,11037
23861,1,641,16,4,6,6,8,6435
23862,2,580,34,5,8,3,4,6044
23863,2,483,22,6,6,8,8,4526
23864,1,569,26,3,9,7,8,6399
23865,1,576,12,4,1,9,7,6458
23866,2,475,40,4,1,4,8,4780
23867,2,556,10,3,7,9,3,6359
23868,1,629,31,4,5,7,3,6071
23869,1,475,2,5,9,6,2,4514
23870,1,639,32,6,2,9,5,6053
23871,2,448,4,2,9,10,7,5499
23872,2,418,29,2,3,2,4,4992
23873,3,1359,23,9,4,10,8,13049
23874,3,1252,22,2,3,8,8,11770
23875,3,1001,16,2,2,2,2,10693
23876,2,387,13,1,4,9,8,4089
23877,3,918,25,8,7,10,3,9923
23878,1,469,29,9,2,10,6,5471
23879,3,870,17,8,7,5,3,9802
23880,3,1113,4,3,8,2,6,12036
23881,3,996,28,6,4,7,5,11224
23882,2,544,7,3,9,3,3,6503
23883,1,459,28,3,8,10,4,5374
23884,2,410,14,3,4,7,9,4513
23885,3,1360,11,4,3,4,1,12952
23886,1,478,36,8,6,5,10,4560
23887,2,361,11,1,7,4,7,3998
23888,3,1389,15,6,8,1,5,12470
23889,1,455,25,6,10,8,3,4936
23890,2,610,17,9,2,7,7,6641
23891,3,1284,11,6,3,2,6,13389
23892,2,640,1,1,2,1,7,6656
23893,3,1157,18,1,4,10,1,13200
23894,1,548,2,6,1,10,9,6869
23895,1,414,13,10,1,5,9,5357
23896,1,609,12,4,6,5,5,6014
23897,3,968,20,4,5,5,9,9483
23898,2,503,15,10,3,7,3,6856
23899,1,564,34,4,1,10,1,6792
23900,2,393,35,3,4,3,1,3729
23901,3,853,15,2,5,9,4,11276
23902,1,554,40,3,10,6,3,6963
23903,2,538,20,2,9,7,4,6389
23904,1,476,17,6,8,10,3,4874
23905,2,587,6,10,2,4,8,6963
23906,1,533,24,3,2,5,8,6705
23907,1,481,11,2,2,10,1,5366
23908,1,468,34,9,3,2,7,5384
23909,3,1076,9,1,7,8,4,11777
23910,1,611,1,4,3,9,3,6155
23911,2,618,32,5,2,2,4,6947
23912,2,584,32,2,10,1,10,6541
23913,2,600,14,7,9,9,4,6947
23914,3,1004,28,6,6,5,5,13172
23915,2,485,12,2,5,4,10,4728
23916,2,642,12,5,5,1,7,6192
23917,3,838,34,9,2,1,4,7190
23918,1,397,24,8,2,2,4,3745
23919,3,1369,29,7,9,1,9,13428
23920,3,1354,1,1,1,4,1,12533
23921,2,406,15,2,10,9,10,4971
23922,1,528,6,2,2,2,7,6743
23923,2,380,3,7,1,8,4,4400
23924,1,475,32,7,9,4,10,4916
23925,2,617,17,6,10,3,8,6114
23926,3,1185,15,8,1,9,5,12493
23927,1,361,37,8,5,3,7,3919
23928,1,488,39,2,4,3,6,5380
23929,2,576,39,1,3,9,1,6691
23930,2,439,34,6,3,3,6,5275
23931,1,552,37,5,5,7,8,6212
23932,1,459,16,8,6,5,1,4541
23933,1,475,24,9,1,1,3,5094
23934,1,638,23,9,2,9,6,6748
23935,1,609,3,4,4,7,10,6946
23936,3,840,11,7,10,3,1,7769
23937,2,489,21,1,6,4,9,5390
23938,3,1096,15,2,7,9,9,11756
23939,1,527,28,1,5,2,6,6658
23940,1,483,32,3,9,10,4,5056
23941,2,531,7,8,2,6,4,6185
23942,2,502,2,8,10,6,4,6239
23943,2,433,23,4,7,8,9,5400
23944,3,958,16,2,5,8,9,9690
23945,1,489,39,3,5,3,9,4899
23946,3,804,28,9,4,6,5,8152
23947,2,369,6,7,5,1,10,4023
23948,1,631,38,10,6,9,8,6990
23949,1,421,11,7,1,1,3,5205
23950,1,533,8,6,9,4,2,6415
23951,1,390,29,10,8,3,2,4436
23952,3,1012,8,10,8,3,4,12114
23953,3,1097,29,4,10,4,4,13237
23954,2,493,10,1,4,8,9,4949
23955,1,629,12,4,5,10,7,6765
23956,2,450,9,7,5,4,10,5464
23957,3,1294,31,9,5,6,6,13477
23958,1,469,3,2,10,1,8,4736
23959,3,1312,12,1,4,4,8,13298
23960,1,395,22,5,3,6,10,4010
23961,3,862,25,7,2,7,2,9722
23962,1,399,35,5,8,7,9,4140
23963,3,1346,31,8,3,6,5,13936
23964,2,559,5,10,10,8,3,6520
23965,2,452,18,2,7,10,7,5233
23966,2,607,35,4,6,7,8,6487
23967,2,388,34,1,6,2,2,3828
23968,2,362,32,5,10,3,9,4171
23969,3,1397,20,2,10,8,5,11792
23970,3,986,20,2,2,8,9,10636
23971,1,414,2,3,4,9,3,5249
23972,2,523,16,1,2,7,9,6691
23973,3,1094,15,5,2,4,4,12203
23974,1,522,27,7,3,9,3,6829
23975,1,364,33,9,8,7,9,3814
23976,3,976,1,9,4,6,10,11056
23977,3,851,40,4,9,10,8,7245
23978,2,494,2,5,7,6,4,4521
23979,3,1111,16,2,2,5,3,13779
23980,2,445,28,3,10,2,1,4862
23981,2,562,17,2,4,6,3,6576
23982,1,492,14,8,8,2,6,5134
23983,1,499,29,8,10,4,3,5484
23984,1,544,34,10,7,9,10,6555
23985,2,414,12,4,5,8,2,4960
23986,2,489,39,5,4,2,9,5201
23987,3,876,32,4,8,6,7,10443
23988,1,433,13,3,4,8,6,4597
23989,3,1246,2,7,7,4,2,13640
23990,2,610,17,2,6,3,9,6849
23991,2,378,3,1,8,7,4,4364
23992,2,418,9,1,1,6,2,4621
23993,2,378,26,2,10,2,9,4024
23994,2,438,37,4,2,5,3,4731
23995,3,1266,21,2,8,5,4,13904
23996,1,542,26,7,6,4,3,6011
23997,1,473,20,5,3,6,8,5445
23998,3,844,9,1,6,4,5,7991
23999,1,448,31,9,6,1,8,5172
24000,1,367,13,10,9,10,2,4078
24001,1,480,29,9,5,8,1,4905
24002,3,1235,36,6,1,1,6,13576
24003,3,1071,33,2,3,8,4,11529
24004,1,638,18,9,10,3,2,6872
24005,3,1220,39,9,10,7,8,13351
24006,3,1057,26,5,1,3,1,11894
24007,2,422,10,1,9,7,9,4915
24008,1,575,29,2,7,9,9,6365
24009,3,1196,14,7,10,6,8,13894
24010,3,1328,33,7,4,4,3,11985
24011,1,510,5,5,5,1,8,6097
24012,1,506,21,5,1,2,3,6336
24013,3,1304,23,1,5,2,5,12363
24014,2,520,7,4,3,4,2,6567
24015,3,1072,37,8,6,9,4,13312
24016,1,617,31,9,1,10,6,6080
24017,1,416,24,8,10,1,9,4659
24018,3,965,39,1,10,10,9,9914
24019,2,542,40,4,5,8,3,6686
24020,2,461,36,1,9,1,6,5300
24021,1,477,2,7,6,9,10,4867
24022,2,380,38,6,4,4,9,4167
24023,2,513,36,2,3,8,1,6139
24024,2,496,39,3,4,8,6,5370
24025,1,457,9,5,2,4,6,4586
24026,2,483,14,6,1,4,3,4743
24027,2,527,38,1,4,4,7,6195
24028,1,518,31,3,1,8,5,6938
24029,2,513,15,5,1,3,7,6802
24030,3,1250,33,9,1,2,9,12178
24031,1,618,7,9,10,4,2,6391
24032,3,989,28,2,3,5,5,11196
24033,1,400,33,1,6,1,1,3848
24034,2,570,22,5,3,8,8,6939
24035,3,986,36,4,9,7,2,9687
24036,3,1313,24,5,6,10,9,12389
24037,1,443,20,4,8,7,4,4645
24038,3,1089,26,6,2,7,1,13104
24039,1,585,4,3,10,1,1,6918
24040,1,457,38,5,6,8,6,5418
24041,2,593,35,2,9,5,5,6436
24042,3,957,22,7,7,9,2,9405
24043,2,595,26,8,5,6,10,6754
24044,3,1061,13,1,2,7,5,12715
24045,1,570,8,7,7,2,3,6650
24046,2,515,15,6,7,2,9,6519
24047,3,959,17,9,4,10,8,11372
24048,2,509,31,3,5,7,6,6176
24049,1,596,24,1,10,8,2,6530
24050,1,377,37,8,7,8,1,4267
24051,2,439,12,7,6,8,8,5415
24052,1,515,6,7,9,5,8,6163
24053,2,584,39,8,2,9,6,6473
24054,3,831,40,1,6,7,10,7577
24055,2,629,38,3,2,3,6,6411
24056,1,619,20,8,7,1,6,6835
24057,2,414,40,5,2,4,1,4847
24058,2,565,33,1,9,10,3,6861
24059,2,620,10,6,1,2,9,6662
24060,2,354,9,10,10,6,3,4248
24061,1,450,4,3,1,7,6,5415
24062,1,411,8,9,7,2,9,5055
24063,2,453,35,2,6,3,7,4711
24064,1,634,40,10,4,1,7,6248
24065,3,1332,27,7,10,1,9,13487
24066,2,525,29,4,4,2,7,6220
24067,3,1044,14,5,3,6,1,12287
24068,1,491,24,1,10,7,8,4963
24069,2,469,10,5,6,3,5,5401
24070,2,438,38,4,3,4,7,5259
24071,3,973,15,5,2,6,5,9412
24072,1,583,26,9,7,9,9,6741
24073,1,355,35,5,1,10,4,3801
24074,2,481,9,7,5,7,10,4625
24075,3,1127,40,6,8,2,8,13140
24076,2,502,28,9,5,5,10,6488
24077,1,515,12,3,1,8,10,6240
24078,2,498,6,5,4,4,2,4605
24079,1,460,31,6,8,5,10,5437
24080,3,1296,1,2,6,10,10,12697
24081,3,1122,5,4,3,1,6,12177
24082,3,1369,26,3,5,6,2,11894
24083,1,437,38,1,1,6,6,5084
24084,3,929,9,4,6,1,4,11120
24085,2,480,12,5,4,6,9,5100
24086,1,611,13,2,6,6,5,6371
24087,3,1118,2,9,3,9,1,11988
24088,3,1384,30,6,7,5,5,12521
24089,2,548,14,3,7,8,1,6326
24090,1,511,23,5,8,1,9,6943
24091,2,362,31,6,9,6,9,3801
24092,3,1254,35,3,10,4,10,12646
24093,3,1082,20,1,3,7,10,12549
24094,2,566,7,8,5,3,2,6689
24095,2,642,28,7,8,8,6,6437
24096,2,523,25,10,2,8,10,6015
24097,3,1072,8,1,5,9,1,13803
24098,2,471,2,1,10,1,2,4930
24099,2,394,6,2,1,7,3,3881
24100,1,518,33,10,3,7,5,6905
24101,1,529,19,4,5,8,10,6042
24102,3,1203,6,5,4,5,6,13275
24103,2,429,6,9,8,10,9,5192
24104,1,350,22,1,1,8,2,3853
24105,3,1066,37,10,7,2,8,12865
24106,2,456,28,8,8,6,9,5325
24107,3,970,40,5,8,10,5,9037
24108,2,640,6,8,1,4,7,6835
24109,1,414,9,10,6,8,2,4626
24110,3,1192,22,2,5,1,10,13824
24111,2,546,38,7,10,1,1,6583
24112,2,634,33,7,10,1,6,6666
24113,2,419,26,8,2,6,10,4779
24114,3,1205,16,1,1,10,7,12766
24115,1,474,19,5,9,4,4,4996
24116,2,639,28,10,4,10,3,6235
24117,1,375,35,9,9,6,3,4398
24118,1,627,27,10,6,5,7,6943
24119,2,563,4,2,6,2,1,6192
24120,1,466,35,7,1,4,2,4507
24121,1,445,19,7,3,2,4,4608
24122,1,391,24,4,4,7,8,4415
24123,2,517,26,2,7,8,5,6182
24124,1,526,11,3,3,3,2,6025
24125,2,630,19,4,2,1,7,6771
24126,3,1132,28,7,9,3,5,13948
24127,3,894,25,6,10,6,3,9753
24128,1,451,4,10,4,10,10,5214
24129,1,483,15,3,8,6,9,5125
24130,3,1355,30,6,1,6,9,13221
24131,1,529,28,1,1,1,6,6112
24132,1,574,11,10,5,9,10,6457
24133,1,603,31,4,5,3,3,6436
24134,2,540,28,2,4,7,6,6081
24135,3,965,40,2,6,5,6,10885
24136,1,373,18,7,8,5,8,3776
24137,3,1134,33,6,2,6,4,13500
24138,1,596,26,7,9,5,2,6604
24139,2,637,35,10,1,3,4,6247
24140,3,1150,21,10,9,5,3,11808
24141,3,1361,22,4,1,7,9,11697
24142,3,1338,18,6,7,6,6,11580
24143,2,400,4,8,6,6,1,3713
24144,2,503,3,10,1,1,10,6145
24145,3,832,26,2,5,1,3,8040
24146,2,533,14,2,9,6,1,6069
24147,3,1232,38,2,6,9,2,11730
24148,2,412,34,6,8,1,7,5018
24149,2,622,33,3,8,4,4,6015
24150,1,566,1,9,1,2,3,6572
24151,2,517,11,8,7,4,9,6174
24152,2,630,1,10,10,6,2,6301
24153,2,434,25,7,7,10,9,5046
24154,3,812,1,8,5,8,8,8094
24155,2,353,35,7,4,9,1,3769
24156,2,488,30,4,5,2,5,4632
24157,3,847,34,10,8,1,1,7057
24158,3,863,31,7,3,9,7,10752
24159,3,892,21,5,4,6,8,9471
24160,1,589,34,2,10,5,5,6713
24161,3,1014,27,5,6,1,7,11680
24162,2,416,23,9,6,1,7,5135
24163,1,572,39,10,10,9,8,6103
24164,2,566,37,6,5,6,9,6316
24165,1,377,1,10,2,6,5,3937
24166,3,1370,10,9,10,3,9,12291
24167,2,503,16,7,2,10,10,6985
24168,3,1351,1,4,3,7,4,12210
24169,3,838,9,10,4,6,4,8228
24170,1,466,35,6,2,2,4,4708
24171,1,495,2,2,7,2,9,4512
24172,2,496,9,7,7,9,1,5348
24173,2,519,23,5,4,1,5,6325
24174,2,414,31,9,9,5,3,5399
24175,1,452,12,5,1,3,2,4908
24176,2,560,40,1,7,9,7,6103
24177,2,490,15,2,4,2,7,4937
24178,3,913,30,3,1,2,6,10921
24179,1,628,6,8,1,4,9,6876
24180,2,462,34,4,7,9,7,5125
24181,3,1384,17,10,2,2,4,13475
24182,2,426,19,3,9,1,7,5117
24183,1,635,5,2,10,7,5,6900
24184,3,968,6,7,4,10,2,11148
24185,3,1013,24,6,7,2,1,11879
24186,1,510,22,3,1,6,3,6791
24187,3,980,12,4,5,3,5,9023
24188,2,540,1,1,10,7,2,6031
24189,3,1395,21,9,7,4,5,12263
24190,3,1323,21,10,1,8,4,13393
24191,1,564,12,3,4,3,5,6780
24192,2,543,32,8,4,5,2,6163
24193,2,390,31,6,2,6,5,3921
24194,2,599,37,8,8,7,4,6885
24195,1,526,29,7,6,10,9,6696
24196,1,574,8,6,2,4,6,6975
24197,3,1082,17,9,2,1,6,12319
24198,3,1243,10,9,7,7,9,12187
24199,1,489,31,9,3,1,10,4527
24200,3,1121,29,6,1,3,3,13325
24201,2,568,40,8,5,3,10,6319
24202,1,465,15,2,10,1,6,5069
24203,3,1287,11,3,10,2,8,12355
24204,1,421,37,5,6,1,2,4729
24205,1,521,38,2,6,4,9,6764
24206,1,552,21,5,6,10,4,6933
24207,2,650,21,10,10,5,2,6800
24208,3,909,35,4,7,10,2,9960
24209,3,1300,6,6,6,8,10,12084
24210,1,426,38,4,2,4,5,5232
24211,1,636,32,6,7,5,10,6070
24212,2,368,22,9,9,6,8,3802
24213,1,484,13,1,10,7,3,4502
